state_code,state_name,district_name,district_name_covid,district_code
36,Telangana,Kumurambheem Asifabad,Kumurambheem Asifabad,699
36,Telangana,Mahabubabad,Mahabubabad,688
36,Telangana,Mahabubnagar,Mahabubnagar,512
36,Telangana,Mancherial,Mancherial,684
36,Telangana,Medak,Medak,513
36,Telangana,Medchal Malkajgiri,Medchal Malkajgiri,700
36,Telangana,Nagarkurnool,Nagarkurnool,694
36,Telangana,Nalgonda,Nalgonda,514
36,Telangana,Nirmal,Nirmal,680
36,Telangana,Nizamabad,Nizamabad,516
36,Telangana,Peddapalli,Peddapalli,682
36,Telangana,Rajanna Sircilla,Rajanna Sircilla,683
36,Telangana,Rangareddy,Rangareddy,518
36,Telangana,Sangareddy,Sangareddy,691
36,Telangana,Siddipet,Siddipet,692
36,Telangana,Suryapet,Suryapet,696
36,Telangana,Vikarabad,Vikarabad,698
36,Telangana,Wanaparthy,Wanaparthy,693
36,Telangana,Warangal_Rural,Warangal_Rural,522
36,Telangana,Warangal_Urban,Warangal_Urban,686
36,Telangana,Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,697
36,Telangana,Narayanpet,Narayanpet,721
36,Telangana,,,
16,Tripura,Dhalai,Dhalai,269
16,Tripura,North Tripura,North Tripura,270
16,Tripura,Gomati,Gomati,654
16,Tripura,Khowai,Khowai,652
16,Tripura,Sepahijala,Sepahijala,653
16,Tripura,Sipahijala,Sipahijala,653
16,Tripura,West Tripura,West Tripura,272
16,Tripura,Unakoti,Unakoti,655
16,Tripura,Unokoti,Unokoti,655
16,Tripura,South Tripura,South Tripura,271
16,Tripura,,,
9,Uttar Pradesh,Ayodhya,Ayodhya,140
9,Uttar Pradesh,Agra,Agra,118
9,Uttar Pradesh,Bareilly,Bareilly,130
9,Uttar Pradesh,Etah,Etah,138
9,Uttar Pradesh,Shahjahanpur,Shahjahanpur,180
9,Uttar Pradesh,Pilibhit,Pilibhit,173
9,Uttar Pradesh,Prayagraj,Prayagraj,120
9,Uttar Pradesh,Pratapgarh,Pratapgarh,174
9,Uttar Pradesh,Jhansi,Jhansi,153
9,Uttar Pradesh,Jalaun,Jalaun,151
9,Uttar Pradesh,Jaunpur,Jaunpur,152
9,Uttar Pradesh,Mirzapur,Mirzapur,170
9,Uttar Pradesh,Sonbhadra,Sonbhadra,184
9,Uttar Pradesh,Azamgarh,Azamgarh,123
9,Uttar Pradesh,Gorakhpur,Gorakhpur,148
9,Uttar Pradesh,Kushinagar,Kushinagar,160
9,Uttar Pradesh,Basti,Basti,131
9,Uttar Pradesh,Sitapur,Sitapur,183
9,Uttar Pradesh,Unnao,Unnao,186
9,Uttar Pradesh,Sultanpur,Sultanpur,185
9,Uttar Pradesh,Balrampur,Balrampur,127
9,Uttar Pradesh,Amethi,Amethi,640
9,Uttar Pradesh,Barabanki,Barabanki,129
9,Uttar Pradesh,Bahraich,Bahraich,125
9,Uttar Pradesh,Chitrakoot,Chitrakoot,136
9,Uttar Pradesh,Hamirpur,Hamirpur,149
9,Uttar Pradesh,Mahoba,Mahoba,165
9,Uttar Pradesh,Banda,Banda,128
9,Uttar Pradesh,Baghpat,Baghpat,124
9,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar,157
9,Uttar Pradesh,Sant Kabeer Nagar,Sant Kabeer Nagar,178
9,Uttar Pradesh,Sant Kabir Nagar,Sant Kabir Nagar,178
9,Uttar Pradesh,Ghaziabad,Ghaziabad,145
9,Uttar Pradesh,Kaushambi,Kaushambi,158
9,Uttar Pradesh,Muzaffarnagar,Muzaffarnagar,172
9,Uttar Pradesh,Bulandshahr,Bulandshahr,134
9,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar,144
9,Uttar Pradesh,Meerut,Meerut,169
9,Uttar Pradesh,Saharanpur,Saharanpur,177
9,Uttar Pradesh,Aligarh,Aligarh,119
9,Uttar Pradesh,Mathura,Mathura,167
9,Uttar Pradesh,Firozabad,Firozabad,143
9,Uttar Pradesh,Mainpuri,Mainpuri,166
9,Uttar Pradesh,Hathras,Hathras,163
9,Uttar Pradesh,Budaun,Budaun,133
9,Uttar Pradesh,Moradabad,Moradabad,171
9,Uttar Pradesh,Rampur,Rampur,176
9,Uttar Pradesh,Amroha,Amroha,154
9,Uttar Pradesh,Bijnor,Bijnor,132
9,Uttar Pradesh,Kanpur Dehat,Kanpur Dehat,156
9,Uttar Pradesh,Etawah,Etawah,139
9,Uttar Pradesh,Farrukhabad,Farrukhabad,141
9,Uttar Pradesh,Kannauj,Kannauj,155
9,Uttar Pradesh,Auraiya,Auraiya,122
9,Uttar Pradesh,Lalitpur,Lalitpur,161
9,Uttar Pradesh,Varanasi,Varanasi,187
9,Uttar Pradesh,Ghazipur,Ghazipur,146
9,Uttar Pradesh,Chandauli,Chandauli,135
9,Uttar Pradesh,Bhadohi,Bhadohi,179
9,Uttar Pradesh,Mau,Mau,168
9,Uttar Pradesh,Ballia,Ballia,126
9,Uttar Pradesh,Maharajganj,Maharajganj,164
9,Uttar Pradesh,Deoria,Deoria,137
9,Uttar Pradesh,Rae Bareli,Rae Bareli,175
9,Uttar Pradesh,Hardoi,Hardoi,150
9,Uttar Pradesh,Siddharth Nagar,Siddharth Nagar,182
9,Uttar Pradesh,Siddharthnagar,Siddharthnagar,182
9,Uttar Pradesh,Lucknow,Lucknow,162
9,Uttar Pradesh,Faizabad,Faizabad,140
9,Uttar Pradesh,Kasganj,Kasganj,633
9,Uttar Pradesh,Ambedkar Nagar,Ambedkar Nagar,121
9,Uttar Pradesh,Hapur,Hapur,661
9,Uttar Pradesh,Shamli,Shamli,660
9,Uttar Pradesh,Sambhal,Sambhal,659
9,Uttar Pradesh,Fatehpur,Fatehpur,142
9,Uttar Pradesh,Gonda,Gonda,147
9,Uttar Pradesh,Kheri,Kheri,159
9,Uttar Pradesh,Lakhimpur Kheri,Lakhimpur Kheri,159
9,Uttar Pradesh,Shravasti,Shravasti,181
9,Uttar Pradesh,Shrawasti,Shrawasti,181
5,Uttarakhand,Almora,Almora,45
5,Uttarakhand,Bageshwar,Bageshwar,46
5,Uttarakhand,Chamoli,Chamoli,47
5,Uttarakhand,Champawat,Champawat,48
5,Uttarakhand,Dehradun,Dehradun,49
5,Uttarakhand,Pauri Garhwal,Pauri Garhwal,52
5,Uttarakhand,Haridwar,Haridwar,50
5,Uttarakhand,Nainital,Nainital,51
5,Uttarakhand,Pithoragarh,Pithoragarh,53
5,Uttarakhand,Rudra Prayag,Rudra Prayag,54
5,Uttarakhand,Rudraprayag,Rudraprayag,54
5,Uttarakhand,Tehri Garhwal,Tehri Garhwal,55
5,Uttarakhand,Udam Singh Nagar,Udam Singh Nagar,56
5,Uttarakhand,Udham Singh Nagar,Udham Singh Nagar,56
5,Uttarakhand,Uttar Kashi,Uttar Kashi,57
5,Uttarakhand,Uttarkashi,Uttarkashi,57
5,Uttarakhand,,,
19,West Bengal,Bankura,Bankura,305
19,West Bengal,Purba Bardhaman,Purba Bardhaman,306
19,West Bengal,Birbhum,Birbhum,307
19,West Bengal,Dinajpur Dakshin,Dinajpur Dakshin,310
19,West Bengal,Dakshin Dinajpur,Dakshin Dinajpur,310
19,West Bengal,Darjiling,Darjiling,309
19,West Bengal,Darjeeling,Darjeeling,309
19,West Bengal,Howrah,Howrah,313
19,West Bengal,Hooghly,Hooghly,312
19,West Bengal,Jalpaiguri,Jalpaiguri,314
19,West Bengal,Coochbehar,Coochbehar,308
19,West Bengal,Cooch Behar,Cooch Behar,308
19,West Bengal,Kolkata,Kolkata,315
19,West Bengal,Maldah,Maldah,316
19,West Bengal,Malda,Malda,316
19,West Bengal,Murshidabad,Murshidabad,319
19,West Bengal,Nadia,Nadia,320
19,West Bengal,24 Paraganas North,24 Paraganas North,303
19,West Bengal,North 24 Parganas,North 24 Parganas,303
19,West Bengal,Medinipur West,Medinipur West,318
19,West Bengal,Paschim Medinipur,Paschim Medinipur,318
19,West Bengal,Medinipur East,Medinipur East,317
19,West Bengal,Purba Medinipur,Purba Medinipur,317
19,West Bengal,Puruliya,Puruliya,321
19,West Bengal,Purulia,Purulia,321
19,West Bengal,24 Paraganas South,24 Paraganas South,304
19,West Bengal,South 24 Parganas,South 24 Parganas,304
19,West Bengal,Dinajpur Uttar,Dinajpur Uttar,311
19,West Bengal,Uttar Dinajpur,Uttar Dinajpur,311
19,West Bengal,Paschim Bardhaman,Paschim Bardhaman,704
19,West Bengal,Kalimpong,Kalimpong,702
19,West Bengal,Jhargram,Jhargram,703
19,West Bengal,Alipurduar,Alipurduar,664
19,West Bengal,,,
