state_fert,district_fert,state_name,state_code,district_name,district_code
Tamil Nadu,Theni,TAMIL NADU,33,THENI,588
Tamil Nadu,Thiruvallur,TAMIL NADU,33,THIRUVALLUR,589
Tamil Nadu,Thiruvarur,TAMIL NADU,33,THIRUVARUR,590
Tamil Nadu,Thoothukkudi,TAMIL NADU,33,TUTICORIN,594
Tamil Nadu,Tiruchirappalli,TAMIL NADU,33,TIRUCHIRAPPALLI,591
Tamil Nadu,Tirunelveli,TAMIL NADU,33,TIRUNELVELI,592
Tamil Nadu,Tiruppur,TAMIL NADU,33,TIRUPPUR,634
Tamil Nadu,Tiruvannamalai,TAMIL NADU,33,TIRUVANNAMALAI,593
Tamil Nadu,Vellore,TAMIL NADU,33,VELLORE,595
Tamil Nadu,Villupuram,TAMIL NADU,33,VILLUPURAM,596
Tamil Nadu,Virudhunagar,TAMIL NADU,33,VIRUDHUNAGAR,597
Telangana,Adilabad,TELANGANA,36,ADILABAD,501
Telangana,Bhadradri,TELANGANA,36,BHADRADRI KOTHAGUDEM,690
Telangana,Hyderabad,TELANGANA,36,HYDERABAD,507
Telangana,Jagitial,TELANGANA,36,Jagitial,681
Telangana,Jangoan,TELANGANA,36,JANGOAN,689
Telangana,Jayashankar,TELANGANA,36,JAYASHANKAR BHUPALAPALLY,687
Telangana,Jogulamba,TELANGANA,36,JOGULAMBA GADWAL,695
Telangana,Kamareddy,TELANGANA,36,KAMAREDDY,685
Telangana,Karimnagar,TELANGANA,36,KARIMNAGAR,508
Telangana,Khammam,TELANGANA,36,KHAMMAM,509
Telangana,Komaram Bheem Asifabad,TELANGANA,36,KUMURAM BHEEM ASIFABAD,699
Telangana,Mahabubabad,TELANGANA,36,MAHABUBABAD,688
Telangana,Mahbubnagar,TELANGANA,36,MAHABUBNAGAR,512
Telangana,Mancherial,TELANGANA,36,MANCHERIAL,684
Telangana,Medak,TELANGANA,36,MEDAK,513
Telangana,Medchal,TELANGANA,36,MEDCHAL MALKAJGIRI,700
Telangana,MULUGU,TELANGANA,36,Mulugu,720
Telangana,Nagarkurnool,TELANGANA,36,NAGARKURNOOL,694
Telangana,Nalgonda,TELANGANA,36,NALGONDA,514
Telangana,Narayanpet,TELANGANA,36,Narayanpet,721
Telangana,Nirmal,TELANGANA,36,Nirmal,680
Telangana,Nizamabad,TELANGANA,36,NIZAMABAD,516
Telangana,Peddapalli,TELANGANA,36,PEDDAPALLI,682
Telangana,Rajanna,TELANGANA,36,RAJANNA SIRCILLA,683
Telangana,Rangareddy,TELANGANA,36,RANGA REDDY,518
Telangana,Sangareddy,TELANGANA,36,SANGAREDDY,691
Telangana,Siddipet,TELANGANA,36,SIDDIPET,692
Telangana,Suryapet,TELANGANA,36,SURYAPET,696
Telangana,Vikarabad,TELANGANA,36,VIKARABAD,698
Telangana,Wanaparthy,TELANGANA,36,WANAPARTHY,693
Telangana,Warangal Rural,TELANGANA,36,WARANGAL RURAL,522
Telangana,Warangal Urban,TELANGANA,36,WARANGAL URBAN,686
Telangana,Yadadri,TELANGANA,36,YADADRI BHUVANAGIRI,697
Tripura,Dhalai,TRIPURA,16,Dhalai,269
Tripura,North Tripura,TRIPURA,16,North Tripura,270
Tripura,South Tripura,TRIPURA,16,South Tripura,271
Tripura,West Tripura,TRIPURA,16,West Tripura,272
Uttar Pradesh,Agra,UTTAR PRADESH,9,AGRA,118
Uttar Pradesh,Aligarh,UTTAR PRADESH,9,ALIGARH,119
Uttar Pradesh,Allahabad,UTTAR PRADESH,9,PRAYAGRAJ,120
Uttar Pradesh,Ambedkar Nagar,UTTAR PRADESH,9,AMBEDKAR NAGAR,121
Uttar Pradesh,Amethi,UTTAR PRADESH,9,Amethi,640
Uttar Pradesh,Auraiya,UTTAR PRADESH,9,AURAIYA,122
Uttar Pradesh,Azamgarh,UTTAR PRADESH,9,AZAMGARH,123
Uttar Pradesh,Baghpat,UTTAR PRADESH,9,BAGHPAT,124
Uttar Pradesh,Bahraich,UTTAR PRADESH,9,BAHRAICH,125
Uttar Pradesh,Ballia,UTTAR PRADESH,9,BALLIA,126
Uttar Pradesh,Balrampur,UTTAR PRADESH,9,BALRAMPUR,127
Uttar Pradesh,Banda,UTTAR PRADESH,9,BANDA,128
Uttar Pradesh,Barabanki,UTTAR PRADESH,9,BARABANKI,129
Uttar Pradesh,Bareilly,UTTAR PRADESH,9,BAREILLY,130
Uttar Pradesh,Basti,UTTAR PRADESH,9,BASTI,131
Uttar Pradesh,Bijnor,UTTAR PRADESH,9,BIJNOR,132
Uttar Pradesh,Budaun,UTTAR PRADESH,9,BUDAUN,133
Uttar Pradesh,Bulandshahr,UTTAR PRADESH,9,BULANDSHAHR,134
Uttar Pradesh,Chandauli,UTTAR PRADESH,9,CHANDAULI,135
Uttar Pradesh,Chitrakoot,UTTAR PRADESH,9,CHITRAKOOT,136
Uttar Pradesh,Deoria,UTTAR PRADESH,9,DEORIA,137
Uttar Pradesh,Etah,UTTAR PRADESH,9,ETAH,138
Uttar Pradesh,Etawah,UTTAR PRADESH,9,ETAWAH,139
Uttar Pradesh,Faizabad,UTTAR PRADESH,9,AYODHYA,140
Uttar Pradesh,Farrukhabad,UTTAR PRADESH,9,FARRUKHABAD,141
Uttar Pradesh,Fatehpur,UTTAR PRADESH,9,FATEHPUR,142
Uttar Pradesh,Firozabad,UTTAR PRADESH,9,FIROZABAD,143
Uttar Pradesh,Gautam Buddha Nagar,UTTAR PRADESH,9,GAUTAM BUDDHA NAGAR,144
Uttar Pradesh,Ghaziabad,UTTAR PRADESH,9,GHAZIABAD,145
Uttar Pradesh,Ghazipur,UTTAR PRADESH,9,GHAZIPUR,146
Uttar Pradesh,Gonda,UTTAR PRADESH,9,GONDA,147
Uttar Pradesh,Gorakhpur,UTTAR PRADESH,9,GORAKHPUR,148
Uttar Pradesh,Hamirpur,UTTAR PRADESH,9,HAMIRPUR,149
Uttar Pradesh,Hapur,UTTAR PRADESH,9,HAPUR,661
Uttar Pradesh,Hardoi,UTTAR PRADESH,9,HARDOI,150
Uttar Pradesh,Jalaun,UTTAR PRADESH,9,JALAUN,151
Uttar Pradesh,Jaunpur,UTTAR PRADESH,9,JAUNPUR,152
Uttar Pradesh,Jhansi,UTTAR PRADESH,9,JHANSI,153
Uttar Pradesh,Jyotiba Phule Nagar,UTTAR PRADESH,9,AMROHA,154
Uttar Pradesh,Kannauj,UTTAR PRADESH,9,KANNAUJ,155
Uttar Pradesh,Kanpur Dehat,UTTAR PRADESH,9,KANPUR DEHAT,156
Uttar Pradesh,Kanpur Nagar,UTTAR PRADESH,9,KANPUR NAGAR,157
Uttar Pradesh,Kanshiram Nagar,UTTAR PRADESH,9,Kasganj,633
Uttar Pradesh,Kaushambi,UTTAR PRADESH,9,KAUSHAMBI,158
Uttar Pradesh,Kheri,UTTAR PRADESH,9,KHERI,159
Uttar Pradesh,Kushi Nagar,UTTAR PRADESH,9,KUSHI NAGAR,160
Uttar Pradesh,Lalitpur,UTTAR PRADESH,9,LALITPUR,161
Uttar Pradesh,Lucknow,UTTAR PRADESH,9,LUCKNOW,162
Uttar Pradesh,Mahamaya Nagar,UTTAR PRADESH,9,HATHRAS,163
Uttar Pradesh,Maharajganj,UTTAR PRADESH,9,MAHARAJGANJ,164
Uttar Pradesh,Mahoba,UTTAR PRADESH,9,MAHOBA,165
Uttar Pradesh,Mainpuri,UTTAR PRADESH,9,MAINPURI,166
Uttar Pradesh,Mathura,UTTAR PRADESH,9,MATHURA,167
Uttar Pradesh,Mau,UTTAR PRADESH,9,MAU,168
Uttar Pradesh,Meerut,UTTAR PRADESH,9,MEERUT,169
Uttar Pradesh,Mirzapur,UTTAR PRADESH,9,MIRZAPUR,170
Uttar Pradesh,Moradabad,UTTAR PRADESH,9,MORADABAD,171
Uttar Pradesh,Muzaffarnagar,UTTAR PRADESH,9,MUZAFFARNAGAR,172
Uttar Pradesh,Pilibhit,UTTAR PRADESH,9,PILIBHIT,173
Uttar Pradesh,Pratapgarh,UTTAR PRADESH,9,PRATAPGARH,174
Uttar Pradesh,Rae Bareli,UTTAR PRADESH,9,RAE BARELI,175
Uttar Pradesh,Rampur,UTTAR PRADESH,9,RAMPUR,176
Uttar Pradesh,Saharanpur,UTTAR PRADESH,9,SAHARANPUR,177
Uttar Pradesh,Sambhal,UTTAR PRADESH,9,SAMBHAL,659
Uttar Pradesh,Sant Kabeer Nagar,UTTAR PRADESH,9,SANT KABEER NAGAR,178
Uttar Pradesh,Sant Ravidas Nagar,UTTAR PRADESH,9,BHADOHI,179
Uttar Pradesh,Shahjahanpur,UTTAR PRADESH,9,SHAHJAHANPUR,180
Uttar Pradesh,Shamli,UTTAR PRADESH,9,SHAMLI,660
Uttar Pradesh,Shravasti,UTTAR PRADESH,9,SHRAVASTI,181
Uttar Pradesh,Siddharth Nagar,UTTAR PRADESH,9,SIDDHARTH NAGAR,182
Uttar Pradesh,Sitapur,UTTAR PRADESH,9,SITAPUR,183
Uttar Pradesh,Sonbhadra,UTTAR PRADESH,9,SONBHADRA,184
Uttar Pradesh,Sultanpur,UTTAR PRADESH,9,SULTANPUR,185
Uttar Pradesh,Unnao,UTTAR PRADESH,9,UNNAO,186
Uttar Pradesh,Varanasi,UTTAR PRADESH,9,VARANASI,187
Uttarakhand,Almora,UTTARAKHAND,5,ALMORA,45
Uttarakhand,Bageshwar,UTTARAKHAND,5,BAGESHWAR,46
Uttarakhand,Chamoli,UTTARAKHAND,5,CHAMOLI,47
Uttarakhand,Champawat,UTTARAKHAND,5,CHAMPAWAT,48
Uttarakhand,Dehradun,UTTARAKHAND,5,DEHRADUN,49
Uttarakhand,Haridwar,UTTARAKHAND,5,HARIDWAR,50
Uttarakhand,Nainital,UTTARAKHAND,5,NAINITAL,51
Uttarakhand,Pauri Garhwal,UTTARAKHAND,5,PAURI GARHWAL,52
Uttarakhand,Pithoragarh,UTTARAKHAND,5,PITHORAGARH,53
Uttarakhand,Tehri Garhwal,UTTARAKHAND,5,TEHRI GARHWAL,55
Uttarakhand,Udam Singh Nagar,UTTARAKHAND,5,UDAM SINGH NAGAR,56
Uttarakhand,Uttar Kashi,UTTARAKHAND,5,UTTAR KASHI,57
West Bengal,24 Paraganas North,WEST BENGAL,19,24 PARAGANAS NORTH,303
West Bengal,24 Paraganas South,WEST BENGAL,19,24 PARAGANAS SOUTH,304
West Bengal,Alipurduar,WEST BENGAL,19,Alipurduar,664
West Bengal,Bankura,WEST BENGAL,19,BANKURA,305
West Bengal,Bardhaman,WEST BENGAL,19,PURBA BARDHAMAN,306
West Bengal,Birbhum,WEST BENGAL,19,BIRBHUM,307
West Bengal,Coochbehar,WEST BENGAL,19,COOCHBEHAR,308
West Bengal,Darjeeling,WEST BENGAL,19,DARJEELING,309
West Bengal,Dinajpur Dakshin,WEST BENGAL,19,DINAJPUR DAKSHIN,310
West Bengal,Dinajpur Uttar,WEST BENGAL,19,DINAJPUR UTTAR,311
West Bengal,Hooghly,WEST BENGAL,19,HOOGHLY,312
West Bengal,Howrah,WEST BENGAL,19,HOWRAH,313
West Bengal,Jalpaiguri,WEST BENGAL,19,JALPAIGURI,314
West Bengal,Jhargram,WEST BENGAL,19,Jhargram,703
West Bengal,Maldah,WEST BENGAL,19,MALDAH,316
West Bengal,Medinipur East,WEST BENGAL,19,MEDINIPUR EAST,317
West Bengal,Medinipur West,WEST BENGAL,19,MEDINIPUR WEST,318
West Bengal,Murshidabad,WEST BENGAL,19,MURSHIDABAD,319
West Bengal,Nadia,WEST BENGAL,19,NADIA,320
West Bengal,Paschim Bardhaman,WEST BENGAL,19,PASCHIM BARDHAMAN,704
West Bengal,Purulia,WEST BENGAL,19,PURULIA,321
Tripura,Gomati,TRIPURA,16,Gomati,654
Tripura,Khowai,TRIPURA,16,Khowai,652
Tripura,Sepahijala,TRIPURA,16,Sepahijala,653
Tripura,Unakoti,TRIPURA,16,Unakoti,655
Madhya Pradesh,AGAR MALWA,MADHYA PRADESH,23,AGAR MALWA,667
Manipur,Churachandpur,MANIPUR,14,CHURACHANDPUR,254
Chhattisgarh,Gaurela Pendra Marwahi,CHHATTISGARH,22,Gaurella Pendra Marwahi,734
Madhya Pradesh,Niwari,MADHYA PRADESH,23,Niwari,722
Tamil Nadu,Chengalpattu,TAMIL NADU,33,CHENGALPATTU,730
Tamil Nadu,Kallakurichi,TAMIL NADU,33,KALLAKURICHI,729
Tamil Nadu,Mayiladuthurai,TAMIL NADU,33,Mayiladuthurai,735
Tamil Nadu,Ranipet,TAMIL NADU,33,Ranipet,731
Tamil Nadu,TENKASI,TAMIL NADU,33,TENKASI,733
Tamil Nadu,TIRUPATHUR,TAMIL NADU,33,Tirupathur,732
