state_name,district_name,state_code,state_name_lgd,district_code,district_name_lgd
TRIPURA,DHALAI,16,TRIPURA                                           ,269,Dhalai
TRIPURA,Gomati,16,TRIPURA                                           ,654,Gomati
TRIPURA,Khowai,16,TRIPURA                                           ,652,Khowai
TRIPURA,NORTH TRIPURA,16,TRIPURA                                           ,270,North Tripura
TRIPURA,Sepahijala,16,TRIPURA                                           ,653,Sepahijala
TRIPURA,SOUTH TRIPURA,16,TRIPURA                                           ,271,South Tripura
TRIPURA,Unakoti,16,TRIPURA                                           ,655,Unakoti
TRIPURA,WEST TRIPURA,16,TRIPURA                                           ,272,West Tripura
UTTAR PRADESH,AGRA,9,UTTAR PRADESH                                     ,118,AGRA
UTTAR PRADESH,ALIGARH,9,UTTAR PRADESH                                     ,119,ALIGARH
UTTAR PRADESH,AMBEDKAR NAGAR,9,UTTAR PRADESH                                     ,121,AMBEDKAR NAGAR
UTTAR PRADESH,AMETHI,9,UTTAR PRADESH                                     ,640,Amethi
UTTAR PRADESH,AMROHA,9,UTTAR PRADESH                                     ,154,AMROHA
UTTAR PRADESH,AURAIYA,9,UTTAR PRADESH                                     ,122,AURAIYA
UTTAR PRADESH,AYODHYA,9,UTTAR PRADESH                                     ,140,AYODHYA
UTTAR PRADESH,AZAMGARH,9,UTTAR PRADESH                                     ,123,AZAMGARH
UTTAR PRADESH,BAGHPAT,9,UTTAR PRADESH                                     ,124,BAGHPAT
UTTAR PRADESH,BAHRAICH,9,UTTAR PRADESH                                     ,125,BAHRAICH
UTTAR PRADESH,BALLIA,9,UTTAR PRADESH                                     ,126,BALLIA
UTTAR PRADESH,BALRAMPUR,9,UTTAR PRADESH                                     ,127,BALRAMPUR
UTTAR PRADESH,BANDA,9,UTTAR PRADESH                                     ,128,BANDA
UTTAR PRADESH,BARABANKI,9,UTTAR PRADESH                                     ,129,BARABANKI
UTTAR PRADESH,BAREILLY,9,UTTAR PRADESH                                     ,130,BAREILLY
UTTAR PRADESH,BASTI,9,UTTAR PRADESH                                     ,131,BASTI
UTTAR PRADESH,BIJNOR,9,UTTAR PRADESH                                     ,132,BIJNOR
UTTAR PRADESH,BUDAUN,9,UTTAR PRADESH                                     ,133,BUDAUN
UTTAR PRADESH,BULANDSHAHR,9,UTTAR PRADESH                                     ,134,BULANDSHAHR
UTTAR PRADESH,CHANDAULI,9,UTTAR PRADESH                                     ,135,CHANDAULI
UTTAR PRADESH,CHITRAKOOT,9,UTTAR PRADESH                                     ,136,CHITRAKOOT
UTTAR PRADESH,DEORIA,9,UTTAR PRADESH                                     ,137,DEORIA
UTTAR PRADESH,ETAH,9,UTTAR PRADESH                                     ,138,ETAH
UTTAR PRADESH,ETAWAH,9,UTTAR PRADESH                                     ,139,ETAWAH
UTTAR PRADESH,FARRUKHABAD,9,UTTAR PRADESH                                     ,141,FARRUKHABAD
UTTAR PRADESH,FATEHPUR,9,UTTAR PRADESH                                     ,142,FATEHPUR
UTTAR PRADESH,FIROZABAD,9,UTTAR PRADESH                                     ,143,FIROZABAD
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,9,UTTAR PRADESH                                     ,144,GAUTAM BUDDHA NAGAR
UTTAR PRADESH,GHAZIABAD,9,UTTAR PRADESH                                     ,145,GHAZIABAD
UTTAR PRADESH,GHAZIPUR,9,UTTAR PRADESH                                     ,146,GHAZIPUR
UTTAR PRADESH,GONDA,9,UTTAR PRADESH                                     ,147,GONDA
UTTAR PRADESH,GORAKHPUR,9,UTTAR PRADESH                                     ,148,GORAKHPUR
UTTAR PRADESH,HAMIRPUR,9,UTTAR PRADESH                                     ,149,HAMIRPUR
UTTAR PRADESH,HAPUR,9,UTTAR PRADESH                                     ,661,HAPUR
UTTAR PRADESH,HARDOI,9,UTTAR PRADESH                                     ,150,HARDOI
UTTAR PRADESH,HATHRAS,9,UTTAR PRADESH                                     ,163,HATHRAS
UTTAR PRADESH,JALAUN,9,UTTAR PRADESH                                     ,151,JALAUN
UTTAR PRADESH,JAUNPUR,9,UTTAR PRADESH                                     ,152,JAUNPUR
UTTAR PRADESH,JHANSI,9,UTTAR PRADESH                                     ,153,JHANSI
UTTAR PRADESH,KANNAUJ,9,UTTAR PRADESH                                     ,155,KANNAUJ
UTTAR PRADESH,KANPUR DEHAT,9,UTTAR PRADESH                                     ,156,KANPUR DEHAT
UTTAR PRADESH,KANPUR NAGAR,9,UTTAR PRADESH                                     ,157,KANPUR NAGAR
UTTAR PRADESH,KASHGANJ,9,UTTAR PRADESH                                     ,633,Kasganj
UTTAR PRADESH,KAUSHAMBI,9,UTTAR PRADESH                                     ,158,KAUSHAMBI
UTTAR PRADESH,KHERI,9,UTTAR PRADESH                                     ,159,KHERI
UTTAR PRADESH,KUSHI NAGAR,9,UTTAR PRADESH                                     ,160,KUSHI NAGAR
UTTAR PRADESH,LALITPUR,9,UTTAR PRADESH                                     ,161,LALITPUR
UTTAR PRADESH,LUCKNOW,9,UTTAR PRADESH                                     ,162,LUCKNOW
UTTAR PRADESH,MAHARAJGANJ,9,UTTAR PRADESH                                     ,164,MAHARAJGANJ
UTTAR PRADESH,MAHOBA,9,UTTAR PRADESH                                     ,165,MAHOBA
UTTAR PRADESH,MAINPURI,9,UTTAR PRADESH                                     ,166,MAINPURI
UTTAR PRADESH,MATHURA,9,UTTAR PRADESH                                     ,167,MATHURA
UTTAR PRADESH,MAU,9,UTTAR PRADESH                                     ,168,MAU
UTTAR PRADESH,MEERUT,9,UTTAR PRADESH                                     ,169,MEERUT
UTTAR PRADESH,MIRZAPUR,9,UTTAR PRADESH                                     ,170,MIRZAPUR
UTTAR PRADESH,MORADABAD,9,UTTAR PRADESH                                     ,171,MORADABAD
UTTAR PRADESH,MUZAFFARNAGAR,9,UTTAR PRADESH                                     ,172,MUZAFFARNAGAR
UTTAR PRADESH,PILIBHIT,9,UTTAR PRADESH                                     ,173,PILIBHIT
UTTAR PRADESH,PRATAPGARH,9,UTTAR PRADESH                                     ,174,PRATAPGARH
UTTAR PRADESH,PRAYAGRAJ,9,UTTAR PRADESH                                     ,120,PRAYAGRAJ
UTTAR PRADESH,RAE BARELI,9,UTTAR PRADESH                                     ,175,RAE BARELI
UTTAR PRADESH,RAMPUR,9,UTTAR PRADESH                                     ,176,RAMPUR
UTTAR PRADESH,SAHARANPUR,9,UTTAR PRADESH                                     ,177,SAHARANPUR
UTTAR PRADESH,SAMBHAL,9,UTTAR PRADESH                                     ,659,SAMBHAL
UTTAR PRADESH,SANT KABEER NAGAR,9,UTTAR PRADESH                                     ,178,SANT KABEER NAGAR
UTTAR PRADESH,SANT RAVIDAS NAGAR,9,UTTAR PRADESH                                     ,179,BHADOHI
UTTAR PRADESH,SHAHJAHANPUR,9,UTTAR PRADESH                                     ,180,SHAHJAHANPUR
UTTAR PRADESH,SHAMLI,9,UTTAR PRADESH                                     ,660,SHAMLI
UTTAR PRADESH,SHRAVASTI,9,UTTAR PRADESH                                     ,181,SHRAVASTI
UTTAR PRADESH,SIDDHARTH NAGAR,9,UTTAR PRADESH                                     ,182,SIDDHARTH NAGAR
UTTAR PRADESH,SITAPUR,9,UTTAR PRADESH                                     ,183,SITAPUR
UTTAR PRADESH,SONBHADRA,9,UTTAR PRADESH                                     ,184,SONBHADRA
UTTAR PRADESH,SULTANPUR,9,UTTAR PRADESH                                     ,185,SULTANPUR
UTTAR PRADESH,UNNAO,9,UTTAR PRADESH                                     ,186,UNNAO
UTTAR PRADESH,VARANASI,9,UTTAR PRADESH                                     ,187,VARANASI
UTTARAKHAND,ALMORA,5,UTTARAKHAND,45,ALMORA
UTTARAKHAND,BAGESHWAR,5,UTTARAKHAND,46,BAGESHWAR
UTTARAKHAND,CHAMOLI,5,UTTARAKHAND,47,CHAMOLI
UTTARAKHAND,CHAMPAWAT,5,UTTARAKHAND,48,CHAMPAWAT
UTTARAKHAND,DEHRADUN,5,UTTARAKHAND,49,DEHRADUN
UTTARAKHAND,HARIDWAR,5,UTTARAKHAND,50,HARIDWAR
UTTARAKHAND,NAINITAL,5,UTTARAKHAND,51,NAINITAL
UTTARAKHAND,PAURI GARHWAL,5,UTTARAKHAND,52,PAURI GARHWAL
UTTARAKHAND,PITHORAGARH,5,UTTARAKHAND,53,PITHORAGARH
UTTARAKHAND,RUDRA PRAYAG,5,UTTARAKHAND,54,RUDRA PRAYAG
UTTARAKHAND,TEHRI GARHWAL,5,UTTARAKHAND,55,TEHRI GARHWAL
UTTARAKHAND,UDAM SINGH NAGAR,5,UTTARAKHAND,56,UDAM SINGH NAGAR
UTTARAKHAND,UTTAR KASHI,5,UTTARAKHAND,57,UTTAR KASHI
WEST BENGAL,24 PARGANAS (NORTH),19,WEST BENGAL                                       ,303,24 PARAGANAS NORTH
WEST BENGAL,24 PARGANAS SOUTH,19,WEST BENGAL                                       ,304,24 PARAGANAS SOUTH
WEST BENGAL,ALIPURDUAR,19,WEST BENGAL                                       ,664,Alipurduar
WEST BENGAL,BANKURA,19,WEST BENGAL                                       ,305,BANKURA
WEST BENGAL,BIRBHUM,19,WEST BENGAL                                       ,307,BIRBHUM
WEST BENGAL,COOCHBEHAR,19,WEST BENGAL                                       ,308,COOCHBEHAR
WEST BENGAL,Darjeeling Gorkha Hill Council (DGHC),19,WEST BENGAL                                       ,309,DARJEELING
WEST BENGAL,DINAJPUR DAKSHIN,19,WEST BENGAL                                       ,310,DINAJPUR DAKSHIN
WEST BENGAL,DINAJPUR UTTAR,19,WEST BENGAL                                       ,311,DINAJPUR UTTAR
WEST BENGAL,HOOGHLY,19,WEST BENGAL                                       ,312,HOOGHLY
WEST BENGAL,HOWRAH,19,WEST BENGAL                                       ,313,HOWRAH
WEST BENGAL,JALPAIGURI,19,WEST BENGAL                                       ,314,JALPAIGURI
WEST BENGAL,JHARGRAM,19,WEST BENGAL                                       ,703,Jhargram
WEST BENGAL,KALIMPONG,19,WEST BENGAL                                       ,702,KALIMPONG
WEST BENGAL,MALDAH,19,WEST BENGAL                                       ,316,MALDAH
WEST BENGAL,MURSHIDABAD,19,WEST BENGAL                                       ,319,MURSHIDABAD
WEST BENGAL,NADIA,19,WEST BENGAL                                       ,320,NADIA
WEST BENGAL,PASCHIM BARDHAMAN,19,WEST BENGAL                                       ,704,PASCHIM BARDHAMAN
WEST BENGAL,PASCHIM MEDINIPUR,19,WEST BENGAL                                       ,318,MEDINIPUR WEST
WEST BENGAL,PURBA BARDHAMAN,19,WEST BENGAL                                       ,306,PURBA BARDHAMAN
WEST BENGAL,PURBA MEDINIPUR,19,WEST BENGAL                                       ,317,MEDINIPUR EAST
WEST BENGAL,PURULIA,19,WEST BENGAL                                       ,321,PURULIA
WEST BENGAL,SILIGURI MAHAKUMA PARISAD,19,WEST BENGAL                                       ,309,DARJEELING
ANDAMAN AND NICOBAR,NICOBARS,35,ANDAMAN AND NICOBAR ISLANDS                   ,603,NICOBARS
ANDAMAN AND NICOBAR,NORTH AND MIDDLE ANDAMAN,35,ANDAMAN AND NICOBAR ISLANDS                   ,632,NORTH AND MIDDLE ANDAMAN
ANDAMAN AND NICOBAR,SOUTH ANDAMAN,35,ANDAMAN AND NICOBAR ISLANDS                   ,602,SOUTH ANDAMANS
LAKSHADWEEP,LAKSHADWEEP DISTRICT,31,LAKSHADWEEP                                       ,553,LAKSHADWEEP DISTRICT
PUDUCHERRY,KARAIKAL,34,PUDUCHERRY,598,KARAIKAL
PUDUCHERRY,PONDICHERRY,34,PUDUCHERRY,600,PONDICHERRY
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA AND NAGAR HAVELI,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,465,DADRA AND NAGAR HAVELI
