state_name,state_code,district_name,district_code
Uttar Pradesh,9,Hardoi,150
Uttar Pradesh,9,Siddharth Nagar,182
Uttar Pradesh,9,Siddharthnagar,182
Uttar Pradesh,9,Lucknow,162
Uttar Pradesh,9,Faizabad,140
Uttar Pradesh,9,Kasganj,633
Uttar Pradesh,9,Ambedkar Nagar,121
Uttar Pradesh,9,Hapur,661
Uttar Pradesh,9,Shamli,660
Uttar Pradesh,9,Sambhal,659
Uttar Pradesh,9,Fatehpur,142
Uttar Pradesh,9,Gonda,147
Uttar Pradesh,9,Kheri,159
Uttar Pradesh,9,Lakhimpur Kheri,159
Uttar Pradesh,9,Shravasti,181
Uttar Pradesh,9,Shrawasti,181
Uttarakhand,5,Almora,45
Uttarakhand,5,Bageshwar,46
Uttarakhand,5,Chamoli,47
Uttarakhand,5,Champawat,48
Uttarakhand,5,Dehradun,49
Uttarakhand,5,Pauri Garhwal,52
Uttarakhand,5,Haridwar,50
Uttarakhand,5,Nainital,51
Uttarakhand,5,Pithoragarh,53
Uttarakhand,5,Rudraprayag,54
Uttarakhand,5,Tehri Garhwal,55
Uttarakhand,5,U.S.Nagar,56
Uttarakhand,5,Uttarkashi,57
Uttrakhand,5,Almora,45
Uttrakhand,5,Bageshwar,46
Uttrakhand,5,Chamoli,47
Uttrakhand,5,Champawat,48
Uttrakhand,5,Dehradun,49
Uttrakhand,5,Pauri Garhwal,52
Uttrakhand,5,Haridwar,50
Uttrakhand,5,Nainital,51
Uttrakhand,5,Pithoragarh,53
Uttrakhand,5,Rudra Prayag,54
Uttrakhand,5,Tehri Garhwal,55
Uttrakhand,5,Udam Singh Nagar,56
Uttrakhand,5,Uttar Kashi,57
West Bengal,19,Bankura,305
West Bengal,19,Purba Bardhaman,306
West Bengal,19,Birbhum,307
West Bengal,19,Dinajpur Dakshin,310
West Bengal,19,Dakshin Dinajpur,310
West Bengal,19,Darjiling,309
West Bengal,19,Darjeeling,309
West Bengal,19,Howrah,313
West Bengal,19,Hooghly,312
West Bengal,19,Jalpaiguri,314
West Bengal,19,Coochbehar,308
West Bengal,19,Cooch Behar,308
West Bengal,19,Kolkata,315
West Bengal,19,Maldah,316
West Bengal,19,Malda,316
West Bengal,19,Murshidabad,319
West Bengal,19,Nadia,320
West Bengal,19,24 Paraganas North,303
West Bengal,19,North 24 Parganas,303
West Bengal,19,Medinipur West,318
West Bengal,19,Paschim Medinipur,318
West Bengal,19,Medinipur East,317
West Bengal,19,Purba Medinipur,317
West Bengal,19,Puruliya,321
West Bengal,19,Purulia,321
West Bengal,19,24 Paraganas South,304
West Bengal,19,South 24 Parganas,304
West Bengal,19,Dinajpur Uttar,311
West Bengal,19,Uttar Dinajpur,311
West Bengal,19,Paschim Bardhaman,704
West Bengal,19,Kalimpong,702
West Bengal,19,Jhargram,703
West Bengal,19,Alipurduar,664
